word,pitch,energy,duration,label
picture-books,1166.9949,0.079421565,0.5187720588235294,1
consist,1672.0155,0.03313241,0.5187720588235294,1
principally,1833.3046,0.06881131,0.5187720588235294,1
of,1354.6223,0.06385804,0.5187720588235294,1
types,1719.8354,0.08396681,0.5187720588235294,1
composed,772.81323,0.07500255,0.5187720588235294,1
to,1969.8964,0.039615363,0.5187720588235294,1
form,1162.1146,0.06515737,0.5187720588235294,1
"letterpress,",1396.597,0.07579777,0.5187720588235294,1
it,571.4782,0.1385882,0.3007875,1
is,1504.5955,0.09483374,0.3007875,1
of,1326.5199,0.09560563,0.3007875,1
the,681.06116,0.09309925,0.3007875,0
first,592.3203,0.045982003,0.3007875,0
importance,1236.9479,0.002940645,0.3007875,0
that,821.457,0.08288778,0.3007875,0
the,746.3915,0.1387058,0.3007875,1
letter,812.22125,0.06561318,0.3007875,0
used,2410.9626,0.054656766,0.3007875,1
should,1204.861,0.045958467,0.3007875,0
be,1626.4519,0.08324536,0.3007875,1
fine,779.91785,0.051041164,0.3007875,0
in,1645.9943,0.06518172,0.3007875,1
form;,682.36017,0.024316171,0.3007875,0
especially,1809.8529,0.09819329,0.48462500000000003,1
as,1277.1342,0.07322803,0.48462500000000003,1
no,1319.9806,0.085982054,0.48462500000000003,1
more,1063.5812,0.053554814,0.48462500000000003,1
time,1432.9636,0.07491056,0.48462500000000003,1
is,1019.1251,0.04584394,0.48462500000000003,1
"occupied,",801.3377,0.10751909,0.48462500000000003,1
or,1203.7145,0.08434844,0.48462500000000003,1
cost,1139.8833,0.08103062,0.48462500000000003,1
"incurred,",1734.118,0.038743112,0.48462500000000003,1
in,1756.7249,0.10200019,0.48462500000000003,1
"casting,",1046.5139,0.01457385,0.48462500000000003,0
"setting,",954.44824,0.11309613,0.48462500000000003,1
or,943.4989,0.048390754,0.48462500000000003,1
printing,1247.9211,0.061685584,0.48462500000000003,1
beautiful,1459.0142,0.073404215,0.48462500000000003,1
letters,1244.7157,0.06367245,0.48462500000000003,1
than,713.46967,0.15318522,0.3230703125,1
in,1623.8387,0.10353048,0.3230703125,1
the,678.0561,0.064848416,0.3230703125,0
same,1850.7363,0.05416902,0.3230703125,1
operations,1026.0194,0.06577447,0.3230703125,0
with,535.20953,0.11728286,0.3230703125,1
ugly,687.8007,0.040357497,0.3230703125,0
ones.,459.3396,0.026110303,0.3230703125,0
And,1640.4259,0.10032954,0.3208165322580645,1
it,666.2049,0.072681636,0.3208165322580645,0
was,1200.0681,0.08598317,0.3208165322580645,1
a,864.38904,0.07377402,0.3208165322580645,0
matter,1315.2014,0.08012901,0.3208165322580645,1
of,997.4718,0.046561662,0.3208165322580645,0
course,1130.1448,0.057138123,0.3208165322580645,0
that,715.50305,0.10583203,0.3208165322580645,1
in,1829.2391,0.08040261,0.3208165322580645,1
the,664.1592,0.02692953,0.3208165322580645,0
Middle,718.186,0.020244693,0.3208165322580645,0
"Ages,",983.0644,0.095775135,0.3208165322580645,1
when,1537.6627,0.10931417,0.3208165322580645,1
the,885.62714,0.055424098,0.3208165322580645,0
craftsmen,1827.7905,0.031103766,0.3208165322580645,0
took,1304.9427,0.06742248,0.3208165322580645,0
care,1349.2338,0.03176454,0.3208165322580645,0
that,1711.6714,0.05723696,0.3208165322580645,1
beautiful,1644.2815,0.07425416,0.3208165322580645,1
form,2496.6814,0.05845201,0.3208165322580645,1
should,683.6677,0.0996131,0.3208165322580645,0
always,529.9329,0.046855237,0.3208165322580645,0
be,1411.8702,0.053826284,0.3208165322580645,0
a,921.2348,0.07079743,0.3208165322580645,0
part,1243.541,0.068261944,0.3208165322580645,0
of,1973.4115,0.047928773,0.3208165322580645,1
their,1472.738,0.060256884,0.3208165322580645,0
productions,1943.349,0.0028571351,0.3208165322580645,0
whatever,1094.6116,0.17044617,0.3208165322580645,1
they,729.3315,0.055173587,0.3208165322580645,0
"were,",989.4499,0.050236728,0.3208165322580645,0
the,774.7981,0.12658462,0.3298950892857143,1
forms,573.5552,0.07802501,0.3298950892857143,0
of,711.2752,0.0841056,0.3298950892857143,0
printed,759.80396,0.08269923,0.3298950892857143,0
letters,2374.4526,0.043676257,0.3298950892857143,1
should,1172.4728,0.086453214,0.3298950892857143,1
be,1392.106,0.0478734,0.3298950892857143,0
"beautiful,",577.2106,0.010973186,0.3298950892857143,0
and,1274.2727,0.0766124,0.3298950892857143,1
that,1026.9938,0.14147821,0.3298950892857143,1
their,998.3294,0.102668054,0.3298950892857143,1
arrangement,1785.8068,0.045892276,0.3298950892857143,1
on,1233.6316,0.034603506,0.3298950892857143,0
the,1566.5167,0.11914453,0.3298950892857143,1
page,1920.183,0.008811429,0.3298950892857143,0
should,2374.279,0.058354042,0.3298950892857143,1
be,455.58,0.0639006,0.3298950892857143,0
reasonable,671.1055,0.08099414,0.3298950892857143,0
and,728.6907,0.005975853,0.3298950892857143,0
a,1395.7874,0.12545516,0.3298950892857143,1
help,920.9497,0.07177411,0.3298950892857143,0
to,2191.5784,0.089734524,0.3298950892857143,1
the,1707.5392,0.07219767,0.3298950892857143,1
shapeliness,624.37506,0.06518393,0.3298950892857143,0
of,1119.5647,0.06000255,0.3298950892857143,0
the,558.38153,0.029088236,0.3298950892857143,0
letters,680.987,0.0904068,0.3298950892857143,0
themselves.,1507.0511,0.038874365,0.3298950892857143,0
The,705.5951,0.15686874,0.43887499999999996,1
Middle,1348.6505,0.09013601,0.43887499999999996,1
Ages,1215.2585,0.08123525,0.43887499999999996,1
brought,1548.6931,0.0772624,0.43887499999999996,1
calligraphy,1574.0245,0.04781485,0.43887499999999996,1
to,1937.8934,0.0453489,0.43887499999999996,1
"perfection,",1115.3174,0.0082027875,0.43887499999999996,0
and,1408.8204,0.045966484,0.43887499999999996,1
it,1424.3314,0.13886969,0.43887499999999996,1
was,1789.6747,0.09086324,0.43887499999999996,1
natural,1170.5343,0.07520621,0.43887499999999996,1
therefore,965.30145,0.085252404,0.43887499999999996,1
that,725.4364,0.2402536,0.3051983695652174,1
the,836.41016,0.14334317,0.3051983695652174,1
forms,1036.3556,0.05927708,0.3051983695652174,0
of,815.1114,0.079651035,0.3051983695652174,0
printed,1273.9001,0.054093778,0.3051983695652174,0
letters,1969.393,0.042191885,0.3051983695652174,0
should,1195.8848,0.10705695,0.3051983695652174,1
follow,570.57526,0.06631885,0.3051983695652174,0
more,740.9326,0.106814265,0.3051983695652174,0
or,676.36426,0.0732914,0.3051983695652174,0
less,558.8852,0.06735553,0.3051983695652174,0
closely,632.712,0.117484055,0.3051983695652174,1
those,480.44348,0.071037106,0.3051983695652174,0
of,731.0543,0.04602033,0.3051983695652174,0
the,1695.6538,0.09540603,0.3051983695652174,1
written,1366.2969,0.031240037,0.3051983695652174,0
"character,",1617.0114,0.00087607314,0.3051983695652174,0
and,1234.4138,0.12660971,0.3051983695652174,1
they,1449.5392,0.11066292,0.3051983695652174,1
followed,511.77707,0.061602123,0.3051983695652174,0
them,1055.5797,0.05837989,0.3051983695652174,0
very,1148.066,0.063255295,0.3051983695652174,0
closely.,989.2053,0.022815822,0.3051983695652174,0
The,1295.7307,0.13890617,0.35638095238095235,1
first,1173.3219,0.079794616,0.35638095238095235,1
books,1177.4991,0.053762536,0.35638095238095235,0
were,807.0648,0.06277534,0.35638095238095235,0
printed,1272.3513,0.10468996,0.35638095238095235,1
in,1114.8265,0.090331964,0.35638095238095235,1
black,959.5341,0.030970803,0.35638095238095235,0
"letter,",1036.1042,0.055419777,0.35638095238095235,0
i.e.,1127.2904,0.07639722,0.35638095238095235,1
the,704.8383,0.13472076,0.35638095238095235,1
letter,1664.2742,0.06494259,0.35638095238095235,1
which,790.16187,0.09245797,0.35638095238095235,1
was,1293.1224,0.065799415,0.35638095238095235,1
a,635.28296,0.060269807,0.35638095238095235,0
Gothic,1329.339,0.03271418,0.35638095238095235,0
development,1064.348,0.039713103,0.35638095238095235,0
of,849.14764,0.0887605,0.35638095238095235,1
the,1653.4058,0.03639806,0.35638095238095235,0
ancient,573.0056,0.09798124,0.35638095238095235,0
Roman,1696.4523,0.08958154,0.35638095238095235,1
"character,",1328.8246,0.019172076,0.35638095238095235,0
and,1667.1655,0.063042544,0.37740441176470585,1
which,2092.3179,0.11893752,0.37740441176470585,1
developed,1726.6278,0.07546123,0.37740441176470585,1
more,1336.9799,0.056733277,0.37740441176470585,1
completely,1587.1602,0.08593515,0.37740441176470585,1
and,1064.3239,0.08989602,0.37740441176470585,1
satisfactorily,1374.3073,0.08799833,0.37740441176470585,1
on,1514.7322,0.07549232,0.37740441176470585,1
the,609.9515,0.06941035,0.37740441176470585,0
side,726.7548,0.093348034,0.37740441176470585,1
of,677.23676,0.10522208,0.37740441176470585,1
the,1486.5742,0.03221267,0.37740441176470585,0
"""lower-case""",2130.6638,0.03341147,0.37740441176470585,1
than,1312.9623,0.058451664,0.37740441176470585,1
the,1564.0361,0.06963014,0.37740441176470585,1
capital,1329.8674,0.04892033,0.37740441176470585,0
letters;,1361.5631,0.028457731,0.37740441176470585,0
the,590.49445,0.15104897,0.42494318181818186,1
"""lower-case""",1322.0544,0.08029318,0.42494318181818186,1
being,1305.42,0.077036485,0.42494318181818186,1
in,1551.4625,0.07144301,0.42494318181818186,1
fact,1377.6761,0.07202413,0.42494318181818186,1
invented,1503.8572,0.05738357,0.42494318181818186,1
in,1966.2865,0.04486352,0.42494318181818186,1
the,622.1316,0.09821748,0.42494318181818186,1
early,427.97122,0.07761144,0.42494318181818186,0
Middle,1781.9037,0.037747953,0.42494318181818186,1
Ages.,442.32474,0.027384302,0.42494318181818186,0
The,1044.3833,0.1677005,0.43050625,1
earliest,1084.4354,0.09531961,0.43050625,1
book,1178.8632,0.03670863,0.43050625,0
printed,885.72205,0.07996482,0.43050625,1
with,568.21936,0.10259153,0.43050625,1
movable,1510.8965,0.090017386,0.43050625,1
"type,",1721.004,0.002550505,0.43050625,0
the,659.3978,0.14150713,0.43050625,1
aforesaid,1323.8093,0.07401762,0.43050625,1
Gutenberg,667.4494,0.09164829,0.43050625,1
"Bible,",679.0663,0.07827058,0.43050625,1
is,626.2069,0.03815804,0.43050625,0
printed,1442.1179,0.042568807,0.43050625,1
in,1433.0344,0.07099049,0.43050625,1
letters,1018.2145,0.09617049,0.43050625,1
which,725.9683,0.035002433,0.43050625,0
are,1541.3605,0.07499038,0.43050625,1
an,1350.2332,0.079244934,0.43050625,1
exact,1188.2406,0.057985365,0.43050625,1
imitation,2068.8762,0.03795327,0.43050625,1
of,646.54034,0.14319706,0.39191319444444445,1
the,1217.5363,0.08381227,0.39191319444444445,1
more,807.8832,0.06375924,0.39191319444444445,0
formal,753.6002,0.07975432,0.39191319444444445,1
ecclesiastical,1438.7745,0.067303725,0.39191319444444445,1
writing,1273.5293,0.07529371,0.39191319444444445,1
which,937.08044,0.00897103,0.39191319444444445,0
obtained,1719.0626,0.047212843,0.39191319444444445,1
at,1055.4845,0.10444102,0.39191319444444445,1
that,1405.8916,0.08195499,0.39191319444444445,1
time;,1013.54456,0.05149391,0.39191319444444445,0
this,756.9086,0.00042141275,0.39191319444444445,0
has,923.3725,0.08090443,0.39191319444444445,1
since,609.47534,0.117494375,0.39191319444444445,1
been,662.06976,0.06954725,0.39191319444444445,0
called,759.33246,0.07614994,0.39191319444444445,1
"""missal",682.18854,0.08280657,0.39191319444444445,1
"type,""",1371.5785,0.032399468,0.39191319444444445,0
and,1105.0404,0.121911585,0.3672880434782609,1
was,1405.3805,0.08170203,0.3672880434782609,1
in,1636.1586,0.04253991,0.3672880434782609,1
fact,1271.211,0.08423862,0.3672880434782609,1
the,1294.9894,0.06912128,0.3672880434782609,1
kind,431.50687,0.057466745,0.3672880434782609,0
of,1200.6205,0.08181247,0.3672880434782609,1
letter,1101.8236,0.06292034,0.3672880434782609,0
used,729.9721,0.09342473,0.3672880434782609,1
in,564.04034,0.08787591,0.3672880434782609,0
the,1779.708,0.06784768,0.3672880434782609,1
many,2004.7014,0.026668528,0.3672880434782609,1
splendid,1168.253,0.13816465,0.3672880434782609,1
"missals,",1182.2592,0.06022146,0.3672880434782609,0
"psalters,",1439.6324,0.03803635,0.3672880434782609,0
"etc.,",942.8949,0.031017557,0.3672880434782609,0
produced,1111.9481,0.06740545,0.3672880434782609,1
by,1496.3003,0.09372183,0.3672880434782609,1
printing,1141.4844,0.054590765,0.3672880434782609,0
in,1556.7408,0.046349797,0.3672880434782609,1
the,2007.0183,0.03148963,0.3672880434782609,1
fifteenth,1522.6056,0.04560462,0.3672880434782609,1
century.,1725.52,0.02925425,0.3672880434782609,0
But,868.514,0.09379452,0.4134473684210526,1
the,1243.2162,0.07076898,0.4134473684210526,1
first,868.2974,0.07700519,0.4134473684210526,1
Bible,1890.3049,0.0781907,0.4134473684210526,1
actually,1424.3713,0.08111337,0.4134473684210526,1
dated,874.927,0.03269432,0.4134473684210526,0
(which,1409.7675,0.034289397,0.4134473684210526,1
also,1335.5896,0.08014087,0.4134473684210526,1
was,1258.2516,0.05184219,0.4134473684210526,1
printed,885.5658,0.09468886,0.4134473684210526,1
at,844.31354,0.05223818,0.4134473684210526,0
Maintz,782.74896,0.052975338,0.4134473684210526,0
by,2079.0432,0.047967035,0.4134473684210526,1
Peter,1587.0503,0.067962006,0.4134473684210526,1
Schoeffer,821.3193,0.055000994,0.4134473684210526,0
in,1360.4341,0.08944759,0.4134473684210526,1
the,1596.984,0.050798755,0.4134473684210526,1
year,1622.2325,0.033089668,0.4134473684210526,1
1462),1220.3953,0.07190849,0.4134473684210526,1
imitates,1384.748,0.09076867,0.49253125,1
a,1042.0225,0.090928,0.49253125,1
much,2109.8508,0.06590819,0.49253125,1
freer,1759.7349,0.078359075,0.49253125,1
"hand,",859.34015,0.022714503,0.49253125,0
"simpler,",754.60706,0.082606025,0.49253125,1
"rounder,",573.8786,0.0062284884,0.49253125,0
and,1325.8949,0.11187421,0.49253125,1
less,1001.83154,0.06888713,0.49253125,1
"spiky,",885.9806,0.07863425,0.49253125,1
and,1036.3254,0.01644551,0.49253125,0
therefore,1453.5055,0.058067977,0.49253125,1
far,1166.1893,0.07588726,0.49253125,1
pleasanter,1142.63,0.11139677,0.49253125,1
and,1136.673,0.0502095,0.49253125,1
easier,901.52496,0.04547048,0.49253125,1
to,1620.2506,0.035712857,0.49253125,1
read.,1240.8645,0.03301279,0.49253125,1
On,824.1236,0.11605204,0.380671875,1
the,621.0162,0.14068905,0.380671875,1
whole,1577.137,0.006279688,0.380671875,0
the,1093.9586,0.12378057,0.380671875,1
type,612.44806,0.09094041,0.380671875,1
of,919.4174,0.063624814,0.380671875,0
this,1182.1729,0.06516352,0.380671875,1
book,698.2892,0.0685431,0.380671875,0
may,1450.9138,0.017908951,0.380671875,0
be,1091.721,0.07048097,0.380671875,1
considered,1627.7557,0.07592533,0.380671875,1
the,1742.7826,0.07943876,0.380671875,1
ne-plus-ultra,789.75433,0.028147845,0.380671875,0
of,798.1254,0.082193576,0.380671875,1
Gothic,961.4995,0.063527025,0.380671875,0
"type,",1598.3516,0.044166792,0.380671875,1
especially,1795.0055,0.1415254,0.4192798913043478,1
as,1436.5328,0.06732961,0.4192798913043478,1
regards,978.8012,0.087397434,0.4192798913043478,1
the,757.95447,0.099374674,0.4192798913043478,1
lower-case,1719.8706,0.05836234,0.4192798913043478,1
letters;,1123.7253,0.052005928,0.4192798913043478,1
and,1034.3301,0.008982247,0.4192798913043478,0
type,1712.7194,0.03548777,0.4192798913043478,1
very,1021.9941,0.088547595,0.4192798913043478,1
similar,1022.53595,0.11067627,0.4192798913043478,1
was,704.3031,0.092079036,0.4192798913043478,1
used,721.5929,0.05516403,0.4192798913043478,0
during,2338.1167,0.041452724,0.4192798913043478,1
the,740.8597,0.093443505,0.4192798913043478,1
next,1874.9121,0.052018616,0.4192798913043478,1
fifteen,2130.2434,0.04632905,0.4192798913043478,1
or,1457.9844,0.0608645,0.4192798913043478,1
twenty,1413.2567,0.06607669,0.4192798913043478,1
years,1688.6669,0.029017285,0.4192798913043478,1
not,1446.0167,0.034470327,0.4192798913043478,1
only,896.6278,0.11712246,0.4192798913043478,1
by,1994.3453,0.08703003,0.4192798913043478,1
"Schoeffer,",1172.8141,0.03973629,0.4192798913043478,0
but,1104.7247,0.10407611,0.5389318181818182,1
by,1029.9023,0.07700381,0.5389318181818182,1
printers,1271.1171,0.073282115,0.5389318181818182,1
in,1166.2269,0.04345521,0.5389318181818182,1
"Strasburg,",820.16016,0.098400064,0.5389318181818182,1
"Basle,",595.5207,0.015527818,0.5389318181818182,0
"Paris,",1247.3604,0.106687956,0.5389318181818182,1
"Lubeck,",484.5717,0.03567931,0.5389318181818182,1
and,1163.9838,0.057080984,0.5389318181818182,1
other,1252.7909,0.085270256,0.5389318181818182,1
cities.,891.0173,0.03801776,0.5389318181818182,1
But,1180.4501,0.15131462,0.38032142857142853,1
though,1238.1921,0.07593596,0.38032142857142853,1
on,676.6291,0.10620069,0.38032142857142853,1
the,607.47784,0.12395755,0.38032142857142853,1
"whole,",842.36475,0.040842403,0.38032142857142853,0
except,1471.7367,0.06157012,0.38032142857142853,1
in,1288.9331,0.061368223,0.38032142857142853,1
"Italy,",754.4446,0.051820967,0.38032142857142853,0
Gothic,1079.5453,0.08299207,0.38032142857142853,1
letter,769.123,0.10397265,0.38032142857142853,1
was,534.5177,0.05342947,0.38032142857142853,0
most,1503.43,0.084968604,0.38032142857142853,1
often,511.89224,0.07041344,0.38032142857142853,0
used,2053.8613,0.016321788,0.38032142857142853,1
a,1094.2479,0.11353078,0.36395065789473685,1
very,2287.8586,0.06829008,0.36395065789473685,1
few,867.33765,0.06463193,0.36395065789473685,0
years,761.45526,0.04072038,0.36395065789473685,0
saw,622.5096,0.08701101,0.36395065789473685,0
the,607.18933,0.064795986,0.36395065789473685,0
birth,720.43304,0.07898661,0.36395065789473685,0
of,1688.6984,0.080760136,0.36395065789473685,1
Roman,1477.8713,0.06293902,0.36395065789473685,1
character,1059.3691,0.0008921565,0.36395065789473685,0
not,747.16205,0.08483008,0.36395065789473685,0
only,701.07855,0.07806056,0.36395065789473685,0
in,926.9839,0.038594414,0.36395065789473685,0
"Italy,",941.39075,0.024840863,0.36395065789473685,0
but,850.5359,0.04152042,0.36395065789473685,0
in,1371.1322,0.06613818,0.36395065789473685,1
Germany,1375.2506,0.06531138,0.36395065789473685,1
and,1511.4054,0.040390015,0.36395065789473685,0
France.,668.6023,0.022749111,0.36395065789473685,0
In,1591.0958,0.06054835,0.5611071428571429,1
1465,1419.8406,0.047692504,0.5611071428571429,1
Sweynheim,1467.1172,0.062278185,0.5611071428571429,1
and,1068.1803,0.03048239,0.5611071428571429,1
Pannartz,1484.1624,0.082355954,0.5611071428571429,1
began,1488.7665,0.030234745,0.5611071428571429,1
printing,1193.4606,0.05886891,0.5611071428571429,1
in,1511.4227,0.07500665,0.5611071428571429,1
the,618.50507,0.063035905,0.5611071428571429,1
monastery,1075.866,0.07864226,0.5611071428571429,1
of,1760.0038,0.018446874,0.5611071428571429,1
Subiaco,1480.6177,0.08201185,0.5611071428571429,1
near,677.3009,0.050534874,0.5611071428571429,1
"Rome,",613.1422,0.052646413,0.5611071428571429,1
and,1555.0236,0.08487965,0.3932013888888889,1
used,1300.7999,0.06621139,0.3932013888888889,1
an,663.0321,0.07598702,0.3932013888888889,0
exceedingly,600.38086,0.040301345,0.3932013888888889,0
beautiful,1400.7714,0.033203624,0.3932013888888889,0
"type,",1454.2605,0.055282492,0.3932013888888889,1
which,843.6028,0.0017822523,0.3932013888888889,0
is,1496.8408,0.06614912,0.3932013888888889,1
indeed,620.5912,0.074436024,0.3932013888888889,0
to,967.0942,0.050443467,0.3932013888888889,0
look,1002.57196,0.03617853,0.3932013888888889,0
at,1471.8899,0.039500948,0.3932013888888889,1
a,2249.6672,0.055235904,0.3932013888888889,1
transition,1842.8599,0.048620466,0.3932013888888889,1
between,772.6307,0.055231962,0.3932013888888889,0
Gothic,1263.7314,0.08518502,0.3932013888888889,1
and,1130.6007,0.08123648,0.3932013888888889,1
"Roman,",864.63257,0.033870086,0.3932013888888889,0
but,946.2063,0.08977902,0.3822361111111111,1
which,2148.2632,0.064856894,0.3822361111111111,1
must,923.1771,0.06314084,0.3822361111111111,0
